timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname,mobility,clothes
1991.252,139,P,6.BabyScene,9,103,Blanket,NA,Car Ends,precrawler,
2007.08,139,P,6.BabyScene,9,103,Blanket,7,Estimated Speed,precrawler,
2010.35,139,P,6.BabyScene,10,59,Blanket,NA,Car Starts,precrawler,
2012.143,139,P,6.BabyScene,10,59,Blanket,35,Score (Space Pressed),precrawler,
3319.205,140,P,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block,NA,NA
3328.203,140,P,3.Narrative1,Tutorial Instructions 1,103,NA,Space Pressed,Space Pressed,NA,NA
3332.997,140,P,3.Narrative1,Tutorial Instructions 1,44,NA,4,Estimated Speed,NA,NA
3354.71,140,P,4.NeutralScene,,,NA,,Start New Block,NA,NA
3358.804,140,P,4.NeutralScene,1,44,NA,NA,Car Starts,NA,NA
3362.071,140,P,4.NeutralScene,1,44,NA,1,Score (Space Pressed),NA,NA
3370.866,140,P,4.NeutralScene,1,44,NA,NA,Car Ends,NA,NA
3378.953,140,P,4.NeutralScene,1,44,NA,4,Estimated Speed,NA,NA
3380.655,140,P,4.NeutralScene,2,103,NA,NA,Car Starts,NA,NA
3381.795,140,P,4.NeutralScene,2,103,NA,2,Score (Space Pressed),NA,NA
3390.383,140,P,4.NeutralScene,2,103,NA,NA,Car Ends,NA,NA
3403.1,140,P,4.NeutralScene,2,103,NA,3,Score (Space Pressed),NA,NA
3414.523,140,P,4.NeutralScene,2,103,NA,5,Estimated Speed,NA,NA
3416.591,140,P,4.NeutralScene,3,59,NA,NA,Car Starts,NA,NA
3419.615,140,P,4.NeutralScene,3,59,NA,3,Score (Space Pressed),NA,NA
3428.104,140,P,4.NeutralScene,3,59,NA,NA,Car Ends,NA,NA
3440.8,140,P,4.NeutralScene,3,59,NA,3,Estimated Speed,NA,NA
3443.29,140,P,4.NeutralScene,4,44,NA,NA,Car Starts,NA,NA
3447.387,140,P,4.NeutralScene,4,44,NA,4,Score (Space Pressed),NA,NA
3454.227,140,P,4.NeutralScene,4,44,NA,NA,Car Ends,NA,NA
3465.691,140,P,4.NeutralScene,4,44,NA,2,Estimated Speed,NA,NA
3467.821,140,P,4.NeutralScene,5,59,NA,NA,Car Starts,NA,NA
3470.773,140,P,4.NeutralScene,5,59,NA,5,Score (Space Pressed),NA,NA
3473.983,140,P,4.NeutralScene,5,59,NA,NA,Car Ends,NA,NA
3503.592,140,P,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,precrawler,naked
3506.304,140,P,5.Narrative2,Tutorial Instructions 2,88,Blanket,Baby Location: (256.0,B Pressed,precrawler,naked
3507.69,140,P,5.Narrative2,Tutorial Instructions 2,88,Blanket,Baby Location: (255.9,B Pressed ,precrawler,naked
3518.212,140,P,5.Narrative2,Tutorial Instructions 2,88,Blanket,Baby Location: (255.5,B Pressed,precrawler,naked
3521.062,140,P,6.BabyScene,,,Blanket,,Start New Block,precrawler,naked
3529.037,140,P,6.BabyScene,1,0,Blanket,Baby Location: (256.0,B Pressed,precrawler,naked
3530.61,140,P,6.BabyScene,1,103,Blanket,NA,Car Starts,precrawler,naked
3531.483,140,P,6.BabyScene,1,103,Blanket,6,Score (Space Pressed),precrawler,naked
3539.461,140,P,6.BabyScene,1,103,Blanket,NA,Car Ends,precrawler,naked
3544.884,140,P,6.BabyScene,1,103,Blanket,4,Estimated Speed,precrawler,naked
3546.84,140,P,6.BabyScene,2,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3548.716,140,P,6.BabyScene,2,73,Blanket,NA,Car Starts,precrawler,naked
3550.257,140,P,6.BabyScene,2,73,Blanket,7,Score (Space Pressed),precrawler,naked
3558.711,140,P,6.BabyScene,2,73,Blanket,NA,Car Ends,precrawler,naked
3563.217,140,P,6.BabyScene,2,73,Blanket,5,Estimated Speed,precrawler,naked
3565.736,140,P,6.BabyScene,3,73,Blanket,7,Score (Space Pressed),precrawler,naked
3566.39,140,P,6.BabyScene,3,103,Blanket,NA,Car Starts,precrawler,naked
3568.22,140,P,6.BabyScene,3,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3575.507,140,P,6.BabyScene,3,103,Blanket,NA,Car Ends,precrawler,naked
3585.502,140,P,6.BabyScene,3,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3588.394,140,P,6.BabyScene,3,103,Blanket,7,Estimated Speed,precrawler,naked
3595.546,140,P,6.BabyScene,4,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3597.65,140,P,6.BabyScene,4,59,Blanket,NA,Car Starts,precrawler,naked
3599.92,140,P,6.BabyScene,4,59,Blanket,8,Score (Space Pressed),precrawler,naked
3602.425,140,P,6.BabyScene,4,59,Blanket,NA,Car Ends,precrawler,naked
3607.076,140,P,6.BabyScene,4,59,Blanket,4,Estimated Speed,precrawler,naked
3608.681,140,P,6.BabyScene,5,59,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3611.861,140,P,6.BabyScene,5,44,Blanket,NA,Car Starts,precrawler,naked
3614.388,140,P,6.BabyScene,5,44,Blanket,9,Score (Space Pressed),precrawler,naked
3619.702,140,P,6.BabyScene,5,44,Blanket,NA,Car Ends,precrawler,naked
3622.946,140,P,6.BabyScene,5,44,Blanket,5,Estimated Speed,precrawler,naked
3625.689,140,P,6.BabyScene,6,44,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3627.577,140,P,6.BabyScene,6,73,Blanket,NA,Car Starts,precrawler,naked
3629.232,140,P,6.BabyScene,6,73,Blanket,10,Score (Space Pressed),precrawler,naked
3634.741,140,P,6.BabyScene,6,73,Blanket,NA,Car Ends,precrawler,naked
3638.107,140,P,6.BabyScene,6,73,Blanket,6,Estimated Speed,precrawler,naked
3639.942,140,P,6.BabyScene,7,73,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3640.248,140,P,6.BabyScene,7,88,Blanket,NA,Car Starts,precrawler,naked
3641.942,140,P,6.BabyScene,7,88,Blanket,Baby Location: (256.1,B Pressed ,precrawler,naked
3641.942,140,P,6.BabyScene,7,88,Blanket,Baby Location: (256.1,B Pressed ,precrawler,naked
3642.757,140,P,6.BabyScene,7,88,Blanket,Baby Location: (255.7,B Pressed,precrawler,naked
3652.793,140,P,6.BabyScene,7,88,Blanket,NA,Car Ends,precrawler,naked
3656.473,140,P,6.BabyScene,7,88,Blanket,6,Estimated Speed,precrawler,naked
3657.917,140,P,6.BabyScene,8,88,Blanket,11,Score (Space Pressed),precrawler,naked
3658.167,140,P,6.BabyScene,8,103,Blanket,NA,Car Starts,precrawler,naked
3660.377,140,P,6.BabyScene,8,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3660.501,140,P,6.BabyScene,8,103,Blanket,NA,Car Ends,precrawler,naked
3667.856,140,P,6.BabyScene,8,103,Blanket,Baby Location: (255.9,B Pressed,precrawler,naked
3678.075,140,P,6.BabyScene,8,103,Blanket,7,Estimated Speed,precrawler,naked
3680.009,140,P,6.BabyScene,9,59,Blanket,NA,Car Starts,precrawler,naked
3680.472,140,P,6.BabyScene,9,59,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3682.392,140,P,6.BabyScene,9,59,Blanket,12,Score (Space Pressed),precrawler,naked
3689.491,140,P,6.BabyScene,9,59,Blanket,NA,Car Ends,precrawler,naked
3700.488,140,P,6.BabyScene,9,59,Blanket,3,Estimated Speed,precrawler,naked
3702.063,140,P,6.BabyScene,10,103,Blanket,NA,Car Starts,precrawler,naked
3702.063,140,P,6.BabyScene,10,103,Blanket,NA,Car Starts,precrawler,naked
3702.997,140,P,6.BabyScene,10,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3709.223,140,P,6.BabyScene,10,103,Blanket,NA,Car Ends,precrawler,naked
3713.165,140,P,6.BabyScene,10,103,Blanket,6,Estimated Speed,precrawler,naked
3715.358,140,P,6.BabyScene,11,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3717.886,140,P,6.BabyScene,11,44,Blanket,NA,Car Starts,precrawler,naked
3721.099,140,P,6.BabyScene,11,44,Blanket,14,Score (Space Pressed),precrawler,naked
3725.626,140,P,6.BabyScene,11,44,Blanket,NA,Car Ends,precrawler,naked
3731.517,140,P,6.BabyScene,11,44,Blanket,2,Estimated Speed,precrawler,naked
3735.697,140,P,6.BabyScene,12,44,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
3737.488,140,P,6.BabyScene,12,88,Blanket,NA,Car Starts,precrawler,naked
3738.634,140,P,6.BabyScene,12,88,Blanket,15,Score (Space Pressed),precrawler,naked
3754.551,140,P,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,crawler,yellow 
3759.089,140,P,5.Narrative2,Tutorial Instructions 2,59,Grass,NA,Baby Crossed Blanket,crawler,yellow 
3762.568,140,P,6.BabyScene,,,Blanket,,Start New Block,crawler,yellow 
3766.167,140,P,6.BabyScene,1,0,Blanket,Baby Location: (255.3,B Pressed,crawler,yellow 
3766.675,140,P,6.BabyScene,1,0,Blanket,Baby Location: (255.3,B Pressed,crawler,yellow 
3770.454,140,P,6.BabyScene,1,0,Blanket,Baby Location: (255.3,B Pressed,crawler,yellow 
3773.193,140,P,6.BabyScene,1,44,Blanket,NA,Car Starts,crawler,yellow 
3776.17,140,P,6.BabyScene,1,44,Blanket,16,Score (Space Pressed),crawler,yellow 
3781.914,140,P,6.BabyScene,1,44,Blanket,NA,Car Ends,crawler,yellow 
3784.218,140,P,6.BabyScene,1,44,Blanket,3,Estimated Speed,crawler,yellow 
3785.445,140,P,6.BabyScene,2,44,Blanket,Baby Location: (255.0,B Pressed,crawler,yellow 
3792.32,140,P,6.BabyScene,2,44,Blanket,Baby Location: (255.0,B Pressed,crawler,yellow 
3794.047,140,P,6.BabyScene,2,103,Blanket,NA,Car Starts,crawler,yellow 
3794.047,140,P,6.BabyScene,2,103,Blanket,NA,Car Starts,crawler,yellow 
3794.966,140,P,6.BabyScene,2,103,Blanket,Baby Location: (256.0,B Pressed ,crawler,yellow 
3799.764,140,P,6.BabyScene,2,103,Blanket,NA,Car Ends,crawler,yellow 
3802.007,140,P,6.BabyScene,2,103,Blanket,7,Estimated Speed,crawler,yellow 
3806.258,140,P,6.BabyScene,3,103,Blanket,Baby Location: (256.9,B Pressed,crawler,yellow 
3808.134,140,P,6.BabyScene,3,59,Blanket,NA,Car Starts,crawler,yellow 
3810.444,140,P,6.BabyScene,3,59,Blanket,18,Score (Space Pressed),crawler,yellow 
3813.557,140,P,6.BabyScene,3,59,Blanket,NA,Car Ends,crawler,yellow 
3820.896,140,P,6.BabyScene,3,59,Blanket,4,Estimated Speed,crawler,yellow 
3820.896,140,P,6.BabyScene,3,59,Blanket,4,Estimated Speed,crawler,yellow 
3823.147,140,P,6.BabyScene,4,73,Blanket,NA,Car Starts,crawler,yellow 
3824.479,140,P,6.BabyScene,4,73,Blanket,19,Score (Space Pressed),crawler,yellow 
3829.5,140,P,6.BabyScene,4,73,Blanket,NA,Car Ends,crawler,yellow 
3840.976,140,P,6.BabyScene,4,73,Blanket,5,Estimated Speed,crawler,yellow 
3841.49,140,P,6.BabyScene,5,73,Blanket,NA,Car Starts,crawler,yellow 
3842.932,140,P,6.BabyScene,5,73,Blanket,20,Score (Space Pressed),crawler,yellow 
3844.624,140,P,6.BabyScene,5,73,Blanket,Baby Location: (254.2,B Pressed,crawler,yellow 
3855.932,140,P,6.BabyScene,5,73,Blanket,NA,Car Ends,crawler,yellow 
3865.292,140,P,6.BabyScene,5,73,Blanket,3,Estimated Speed,crawler,yellow 
3866.939,140,P,6.BabyScene,6,44,Blanket,NA,Car Starts,crawler,yellow 
3867.981,140,P,6.BabyScene,6,44,Blanket,Baby Location: (256.2,B Pressed,crawler,yellow 
3868.087,140,P,6.BabyScene,6,44,Blanket,Baby Location: (256.2,B Pressed,crawler,yellow 
3871.251,140,P,6.BabyScene,6,44,Blanket,Baby Location: (256.2,B Pressed,crawler,yellow 
3874.572,140,P,6.BabyScene,6,44,Blanket,NA,Car Ends,crawler,yellow 
3876.969,140,P,6.BabyScene,6,44,Blanket,4,Estimated Speed,crawler,yellow 
3885.986,140,P,6.BabyScene,7,44,Blanket,Baby Location: (255.4,B Pressed,crawler,yellow 
3888.271,140,P,6.BabyScene,7,59,Blanket,NA,Car Starts,crawler,yellow 
3888.375,140,P,6.BabyScene,7,59,Blanket,NA,Car Starts,crawler,yellow 
3890.463,140,P,6.BabyScene,7,59,Blanket,22,Score (Space Pressed),crawler,yellow 
3893.395,140,P,6.BabyScene,7,59,Blanket,NA,Car Ends,crawler,yellow 
3904.813,140,P,6.BabyScene,7,59,Blanket,4,Estimated Speed,crawler,yellow 
3906.683,140,P,6.BabyScene,8,88,Blanket,NA,Car Starts,crawler,yellow 
3907.826,140,P,6.BabyScene,8,88,Blanket,23,Score (Space Pressed),crawler,yellow 
3907.826,140,P,6.BabyScene,8,88,Blanket,23,Score (Space Pressed),crawler,yellow 
3912.22,140,P,6.BabyScene,8,88,Blanket,NA,Car Ends,crawler,yellow 
3918.312,140,P,6.BabyScene,8,88,Blanket,6,Estimated Speed,crawler,yellow 
3920.345,140,P,6.BabyScene,9,88,Blanket,NA,Car Starts,crawler,yellow 
3921.28,140,P,6.BabyScene,9,88,Blanket,24,Score (Space Pressed),crawler,yellow 
3924.716,140,P,6.BabyScene,9,88,Blanket,NA,Car Ends,crawler,yellow 
3926.59,140,P,6.BabyScene,9,88,Blanket,7,Estimated Speed,crawler,yellow 
3928.103,140,P,6.BabyScene,10,88,Blanket,Baby Location: (257.1,B Pressed,crawler,yellow 
3930.18,140,P,6.BabyScene,10,88,Blanket,Baby Location: (257.2,B Pressed,crawler,yellow 
3936.3,140,P,6.BabyScene,10,88,Blanket,Baby Location: (257.2,B Pressed,crawler,yellow 
3937.885,140,P,6.BabyScene,10,103,Blanket,NA,Car Starts,crawler,yellow 
3938.893,140,P,6.BabyScene,10,103,Blanket,25,Score (Space Pressed),crawler,yellow 
3953.964,140,P,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,walker,white
3956.625,140,P,5.Narrative2,Tutorial Instructions 2,44,Grass,NA,Baby Crossed Blanket,walker,white
3961.055,140,P,6.BabyScene,,,Blanket,,Start New Block,walker,white
3966.872,140,P,6.BabyScene,1,0,Blanket,Baby Location: (254.9,B Pressed,walker,white
3969.993,140,P,6.BabyScene,1,44,Blanket,NA,Car Starts,walker,white
3972.82,140,P,6.BabyScene,1,44,Blanket,26,Score (Space Pressed),walker,white
3979.727,140,P,6.BabyScene,1,44,Blanket,NA,Car Ends,walker,white
3991.723,140,P,6.BabyScene,1,44,Blanket,3,Estimated Speed,walker,white
3993.875,140,P,6.BabyScene,1,44,Grass,NA,Baby Crossed Blanket,walker,white
3994.304,140,P,6.BabyScene,1,44,Grass,NA,Baby Crossed Blanket,walker,white
3994.953,140,P,6.BabyScene,2,44,Grass,Baby Location: (258.0,B Pressed,walker,white
3996.737,140,P,6.BabyScene,2,88,Grass,NA,Car Starts,walker,white
3998.186,140,P,6.BabyScene,2,88,Grass,27,Score (Space Pressed),walker,white
4002.765,140,P,6.BabyScene,2,88,Grass,NA,Car Ends,walker,white
4016.245,140,P,6.BabyScene,2,88,Blanket,5,Estimated Speed,walker,white
4019.271,140,P,6.BabyScene,3,44,Blanket,NA,Car Starts,walker,white
4020.2,140,P,6.BabyScene,3,44,Blanket,Baby Location: (255.8,B Pressed,walker,white
4022.249,140,P,6.BabyScene,3,44,Blanket,28,Score (Space Pressed),walker,white
4028.681,140,P,6.BabyScene,3,44,Blanket,NA,Car Ends,walker,white
4035.1,140,P,6.BabyScene,3,44,Blanket,3,Estimated Speed,walker,white
4037.257,140,P,6.BabyScene,4,73,Blanket,NA,Car Starts,walker,white
4037.58,140,P,6.BabyScene,4,73,Blanket,Baby Location: (256.2,B Pressed,walker,white
4038.793,140,P,6.BabyScene,4,73,Blanket,29,Score (Space Pressed),walker,white
4041.682,140,P,6.BabyScene,4,73,Blanket,NA,Car Ends,walker,white
4050.295,140,P,6.BabyScene,4,73,Blanket,4,Estimated Speed,walker,white
4052.073,140,P,6.BabyScene,5,73,Blanket,Baby Location: (256.2,B Pressed ,walker,white
4054.217,140,P,6.BabyScene,5,73,Blanket,NA,Car Starts,walker,white
4055.829,140,P,6.BabyScene,5,73,Blanket,30,Score (Space Pressed),walker,white
4058.21,140,P,6.BabyScene,5,73,Blanket,NA,Car Ends,walker,white
4065.512,140,P,6.BabyScene,5,73,Blanket,4,Estimated Speed,walker,white
4068.884,140,P,6.BabyScene,6,73,Blanket,Baby Location: (258.5,B Pressed,walker,white
4071.554,140,P,6.BabyScene,6,73,Blanket,Baby Location: (258.5,B Pressed,walker,white
4072.042,140,P,6.BabyScene,6,73,Blanket,Baby Location: (258.5,B Pressed,walker,white
4074.258,140,P,6.BabyScene,6,59,Blanket,NA,Car Starts,walker,white
4076.669,140,P,6.BabyScene,6,59,Blanket,31,Score (Space Pressed),walker,white
4080.347,140,P,6.BabyScene,6,59,Blanket,NA,Car Ends,walker,white
4086.013,140,P,6.BabyScene,6,59,Blanket,4,Estimated Speed,walker,white
4088.207,140,P,6.BabyScene,7,88,Blanket,NA,Car Starts,walker,white
4089.366,140,P,6.BabyScene,7,88,Blanket,32,Score (Space Pressed),walker,white
4092.38,140,P,6.BabyScene,7,88,Blanket,NA,Car Ends,walker,white
4094.469,140,P,6.BabyScene,7,88,Blanket,3,Estimated Speed,walker,white
4100.062,140,P,6.BabyScene,8,88,Blanket,Baby Location: (254.8,B Pressed,walker,white
4101.839,140,P,6.BabyScene,8,103,Blanket,NA,Car Starts,walker,white
4102.536,140,P,6.BabyScene,8,103,Blanket,33,Score (Space Pressed),walker,white
4107.201,140,P,6.BabyScene,8,103,Blanket,NA,Car Ends,walker,white
4117.87,140,P,6.BabyScene,8,103,Blanket,6,Estimated Speed,walker,white
4119.568,140,P,6.BabyScene,9,103,Blanket,NA,Car Starts,walker,white
4120.534,140,P,6.BabyScene,9,103,Blanket,34,Score (Space Pressed),walker,white
4120.859,140,P,6.BabyScene,9,103,Blanket,NA,Car Ends,walker,white
4123.748,140,P,6.BabyScene,9,103,Blanket,Baby Location: (254.6,B Pressed,walker,white
4126.53,140,P,6.BabyScene,9,103,Blanket,6,Estimated Speed,walker,white
4137.308,140,P,6.BabyScene,10,103,Blanket,Baby Location: (254.6,B Pressed,walker,white
4139.661,140,P,6.BabyScene,10,59,Blanket,NA,Car Starts,walker,white
4141.922,140,P,6.BabyScene,10,59,Blanket,35,Score (Space Pressed),walker,white
362.9,141,P,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block,NA,NA
370.296,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
374.876,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
387.236,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
389.745,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,4,Estimated Speed,NA,NA
394.575,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
397.163,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
399.081,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
401.661,141,P,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
403.034,141,P,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed,NA,NA
408.238,141,P,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed,NA,NA
411.533,141,P,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed,NA,NA
412.735,141,P,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed,NA,NA
424.157,141,P,4.NeutralScene,,,NA,,Start New Block,NA,NA
424.911,141,P,4.NeutralScene,1,0,NA,1,Score (Space Pressed),NA,NA
439.233,141,P,4.NeutralScene,1,0,NA,1,Score (Space Pressed),NA,NA
443.315,141,P,4.NeutralScene,1,73,NA,NA,Car Starts,NA,NA
444.058,141,P,4.NeutralScene,1,73,NA,1,Score (Space Pressed),NA,NA
444.184,141,P,4.NeutralScene,1,73,NA,1,Score (Space Pressed),NA,NA
458.361,141,P,4.NeutralScene,1,73,NA,2,Score (Space Pressed),NA,NA
465.166,141,P,4.NeutralScene,1,73,NA,4,Estimated Speed,NA,NA
470.067,141,P,4.NeutralScene,2,73,NA,2,Score (Space Pressed),NA,NA
472.359,141,P,4.NeutralScene,2,73,NA,2,Score (Space Pressed),NA,NA
474.888,141,P,4.NeutralScene,2,73,NA,2,Score (Space Pressed),NA,NA
475.579,141,P,4.NeutralScene,2,73,NA,2,Score (Space Pressed),NA,NA
476.676,141,P,4.NeutralScene,2,73,NA,2,Score (Space Pressed),NA,NA
477.807,141,P,4.NeutralScene,2,44,NA,NA,Car Starts,NA,NA
480.666,141,P,4.NeutralScene,2,44,NA,2,Score (Space Pressed),NA,NA
481.431,141,P,4.NeutralScene,2,44,NA,3,Score (Space Pressed),NA,NA
483.214,141,P,4.NeutralScene,2,44,NA,3,Score (Space Pressed),NA,NA
483.939,141,P,4.NeutralScene,2,44,NA,3,Score (Space Pressed),NA,NA
484.225,141,P,4.NeutralScene,2,44,NA,NA,Car Ends,NA,NA
494.183,141,P,4.NeutralScene,2,44,NA,3,Score (Space Pressed),NA,NA
495.889,141,P,4.NeutralScene,2,44,NA,3,Estimated Speed,NA,NA
499.614,141,P,4.NeutralScene,3,44,NA,3,Score (Space Pressed),NA,NA
511.18,141,P,4.NeutralScene,3,44,NA,3,Score (Space Pressed),NA,NA
512.207,141,P,4.NeutralScene,3,88,NA,NA,Car Starts,NA,NA
514.365,141,P,4.NeutralScene,3,88,NA,3,Score (Space Pressed),NA,NA
515.279,141,P,4.NeutralScene,3,88,NA,4,Score (Space Pressed),NA,NA
515.43,141,P,4.NeutralScene,3,88,NA,4,Score (Space Pressed),NA,NA
516.349,141,P,4.NeutralScene,3,88,NA,NA,Car Ends,NA,NA
519.415,141,P,4.NeutralScene,3,88,NA,4,Score (Space Pressed),NA,NA
523.459,141,P,4.NeutralScene,3,88,NA,4,Estimated Speed,NA,NA
525.097,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
526.146,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
526.6,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
527.354,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
527.957,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
529.014,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
534.153,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
535.576,141,P,4.NeutralScene,4,88,NA,4,Score (Space Pressed),NA,NA
538.62,141,P,4.NeutralScene,4,73,NA,NA,Car Starts,NA,NA
539.763,141,P,4.NeutralScene,4,73,NA,4,Score (Space Pressed),NA,NA
540.02,141,P,4.NeutralScene,4,73,NA,5,Score (Space Pressed),NA,NA
555.665,141,P,4.NeutralScene,4,73,NA,NA,Car Ends,NA,NA
559.521,141,P,4.NeutralScene,4,73,NA,3,Estimated Speed,NA,NA
561.385,141,P,4.NeutralScene,5,73,NA,5,Score (Space Pressed),NA,NA
562.85,141,P,4.NeutralScene,5,73,NA,5,Score (Space Pressed),NA,NA
569.299,141,P,4.NeutralScene,5,73,NA,5,Score (Space Pressed),NA,NA
571.546,141,P,4.NeutralScene,5,59,NA,NA,Car Starts,NA,NA
572.048,141,P,4.NeutralScene,5,59,NA,5,Score (Space Pressed),NA,NA
574.629,141,P,4.NeutralScene,5,59,NA,6,Score (Space Pressed),NA,NA
594.619,141,P,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,crawler,white
600.807,141,P,5.Narrative2,Tutorial Instructions 2,59,Grass,NA,Baby Crossed Blanket,crawler,white
611.578,141,P,5.Narrative2,Tutorial Instructions 2,44,Grass,NA,Baby Crossed Blanket,crawler,white
611.578,141,P,5.Narrative2,Tutorial Instructions 2,44,Grass,NA,Baby Crossed Blanket,crawler,white
615.59,141,P,5.Narrative2,Tutorial Instructions 2,59,Grass,NA,Baby Crossed Blanket,crawler,white
622.025,141,P,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (253.5,B Pressed,crawler,white
632.31,141,P,5.Narrative2,Tutorial Instructions 2,44,Blanket,Baby Location: (253.9,B Pressed,crawler,white
643.186,141,P,6.BabyScene,,,Blanket,,Start New Block,crawler,white
643.868,141,P,6.BabyScene,1,0,Blanket,Baby Location: (253.9,B Pressed,crawler,white
646.762,141,P,6.BabyScene,1,88,Blanket,NA,Car Starts,crawler,white
648.477,141,P,6.BabyScene,1,88,Blanket,NA,Car Ends,crawler,white
649.748,141,P,6.BabyScene,1,88,Blanket,NA,Baby Crossed Blanket,crawler,white
656.976,141,P,6.BabyScene,1,88,Blanket,4,Estimated Speed,crawler,white
660.733,141,P,6.BabyScene,2,59,Blanket,NA,Car Starts,crawler,white
661.818,141,P,6.BabyScene,2,59,Blanket,Baby Location: (256.4,B Pressed,crawler,white
666.24,141,P,6.BabyScene,2,59,Blanket,NA,Car Ends,crawler,white
675.835,141,P,6.BabyScene,2,59,Blanket,4,Estimated Speed,crawler,white
678.23,141,P,6.BabyScene,3,59,Blanket,NA,Car Starts,crawler,white
679.31,141,P,6.BabyScene,3,59,Blanket,Baby Location: (255.1,B Pressed,crawler,white
680.533,141,P,6.BabyScene,3,59,Blanket,6,Score (Space Pressed),crawler,white
694.69,141,P,6.BabyScene,3,59,Blanket,NA,Car Ends,crawler,white
695.606,141,P,6.BabyScene,3,59,Blanket,6,Score (Space Pressed),crawler,white
698.24,141,P,6.BabyScene,3,59,Blanket,6,Score (Space Pressed),crawler,white
700.663,141,P,6.BabyScene,3,59,Blanket,4,Estimated Speed,crawler,white
705.817,141,P,6.BabyScene,4,59,Blanket,Baby Location: (254.7,B Pressed,crawler,white
707.053,141,P,6.BabyScene,4,59,Blanket,6,Score (Space Pressed),crawler,white
707.826,141,P,6.BabyScene,4,44,Blanket,NA,Car Starts,crawler,white
708.94,141,P,6.BabyScene,4,44,Blanket,7,Score (Space Pressed),crawler,white
709.972,141,P,6.BabyScene,4,44,Blanket,7,Score (Space Pressed),crawler,white
710.48,141,P,6.BabyScene,4,44,Blanket,7,Score (Space Pressed),crawler,white
712.832,141,P,6.BabyScene,4,44,Blanket,7,Score (Space Pressed),crawler,white
715.834,141,P,6.BabyScene,4,44,Blanket,NA,Car Ends,crawler,white
722.46,141,P,6.BabyScene,4,44,Blanket,4,Estimated Speed,crawler,white
722.737,141,P,6.BabyScene,5,44,Blanket,7,Score (Space Pressed),crawler,white
725.696,141,P,6.BabyScene,5,44,Blanket,Baby Location: (256.0,B Pressed,crawler,white
727.689,141,P,6.BabyScene,5,44,Blanket,7,Score (Space Pressed),crawler,white
728.276,141,P,6.BabyScene,5,73,Blanket,NA,Car Starts,crawler,white
729.56,141,P,6.BabyScene,5,73,Blanket,8,Score (Space Pressed),crawler,white
730.502,141,P,6.BabyScene,5,73,Blanket,8,Score (Space Pressed),crawler,white
731.018,141,P,6.BabyScene,5,73,Blanket,8,Score (Space Pressed),crawler,white
731.572,141,P,6.BabyScene,5,73,Blanket,NA,Car Ends,crawler,white
733.346,141,P,6.BabyScene,5,73,Blanket,8,Score (Space Pressed),crawler,white
739.436,141,P,6.BabyScene,5,73,Blanket,4,Estimated Speed,crawler,white
