timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname
731.127,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
731.359,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
731.592,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
731.76,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
731.992,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
731.992,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
732.208,210,p,6.BabyScene,12,73,Blanket,NA,Car Ends
732.442,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
733.575,210,p,6.BabyScene,12,73,Blanket,14,Score (Space Pressed)
734.674,210,p,6.BabyScene,12,73,Blanket,4,Estimated Speed
734.842,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
735.124,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
735.424,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
735.641,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
735.873,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
736.107,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
736.275,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
736.507,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
736.74,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
736.908,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
737.14,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
737.358,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
737.542,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
737.757,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
737.925,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
738.159,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
738.39,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
738.856,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
739.024,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
739.255,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
739.489,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
739.659,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
739.889,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
740.122,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
740.356,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
740.591,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
740.766,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
740.991,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
741.272,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
741.506,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
741.738,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
741.91,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
742.138,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
742.372,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
742.542,210,p,6.BabyScene,13,73,Blanket,14,Score (Space Pressed)
