timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname
810.875,219,n,6.BabyScene,1,44,Grass,16,Score (Space Pressed)
814.224,219,n,6.BabyScene,1,44,Blanket,16,Score (Space Pressed)
818.589,219,n,6.BabyScene,1,44,Blanket,NA,Car Ends
823.941,219,n,6.BabyScene,1,44,Blanket,5,Estimated Speed
824.436,219,n,6.BabyScene,1,44,Blanket,NA,Baby Crossed Blanket
825.836,219,n,6.BabyScene,2,44,Grass,Baby Location: (255.00,B Pressed
831.584,219,n,6.BabyScene,2,44,Grass,NA,Car Starts
836.132,219,n,6.BabyScene,2,44,Blanket,NA,Car Ends
843.846,219,n,6.BabyScene,2,44,Blanket,4,Estimated Speed
846.229,219,n,6.BabyScene,2,44,Grass,NA,Baby Crossed Blanket
846.796,219,n,6.BabyScene,3,44,Grass,Baby Location: (254.34,B Pressed
848.546,219,n,6.BabyScene,3,88,Grass,NA,Car Starts
848.577,219,n,6.BabyScene,3,88,Grass,NA,Car Starts
848.827,219,n,6.BabyScene,3,88,Grass,Baby Location: (254.31,B Pressed
849.011,219,n,6.BabyScene,3,88,Grass,17,Score (Space Pressed)
849.794,219,n,6.BabyScene,3,88,Grass,17,Score (Space Pressed)
853.752,219,n,6.BabyScene,3,88,Grass,NA,Car Ends
866.422,219,n,6.BabyScene,3,88,Blanket,7,Estimated Speed
867.538,219,n,6.BabyScene,3,88,Grass,NA,Baby Crossed Blanket
867.925,219,n,6.BabyScene,4,103,Grass,NA,Car Starts
869.021,219,n,6.BabyScene,4,103,Grass,Baby Location: (257.22,B Pressed
870.337,219,n,6.BabyScene,4,103,Grass,18,Score (Space Pressed)
875.319,219,n,6.BabyScene,4,103,Grass,NA,Car Ends
887.531,219,n,6.BabyScene,4,103,Blanket,6,Estimated Speed
888.248,219,n,6.BabyScene,4,103,Grass,NA,Baby Crossed Blanket
889.964,219,n,6.BabyScene,5,59,Grass,NA,Car Starts
890.331,219,n,6.BabyScene,5,59,Grass,19,Score (Space Pressed)
893.112,219,n,6.BabyScene,5,59,Grass,Baby Location: (255.20,B Pressed
894.678,219,n,6.BabyScene,5,59,Grass,NA,Car Ends
901.86,219,n,6.BabyScene,5,59,Blanket,4,Estimated Speed
903.593,219,n,6.BabyScene,6,59,Blanket,NA,Car Starts
906.741,219,n,6.BabyScene,6,59,Blanket,20,Score (Space Pressed)
909.361,219,n,6.BabyScene,6,59,Blanket,NA,Car Ends
913.69,219,n,6.BabyScene,6,59,Blanket,3,Estimated Speed
924.536,219,n,6.BabyScene,7,59,Blanket,Baby Location: (250.98,B Pressed
925.968,219,n,6.BabyScene,7,73,Blanket,NA,Car Starts
928.385,219,n,6.BabyScene,7,73,Blanket,21,Score (Space Pressed)
930.917,219,n,6.BabyScene,7,73,Blanket,NA,Car Ends
932.266,219,n,6.BabyScene,7,73,Blanket,3,Estimated Speed
934.749,219,n,6.BabyScene,7,73,Grass,NA,Baby Crossed Blanket
945.937,219,n,6.BabyScene,8,73,Blanket,Baby Location: (254.15,B Pressed
947.394,219,n,6.BabyScene,8,103,Blanket,NA,Car Starts
948.461,219,n,6.BabyScene,8,103,Blanket,22,Score (Space Pressed)
951.687,219,n,6.BabyScene,8,103,Blanket,NA,Car Ends
954.775,219,n,6.BabyScene,8,103,Blanket,6,Estimated Speed
957.108,219,n,6.BabyScene,8,103,Grass,NA,Baby Crossed Blanket
957.675,219,n,6.BabyScene,9,103,Grass,Baby Location: (255.58,B Pressed
959.506,219,n,6.BabyScene,9,88,Grass,NA,Car Starts
960.722,219,n,6.BabyScene,9,88,Grass,23,Score (Space Pressed)
962.689,219,n,6.BabyScene,9,88,Grass,NA,Car Ends
969.923,219,n,6.BabyScene,9,88,Blanket,7,Estimated Speed
971.537,219,n,6.BabyScene,10,73,Blanket,NA,Car Starts
972.202,219,n,6.BabyScene,10,73,Blanket,Baby Location: (256.18,B Pressed
973.735,219,n,6.BabyScene,10,73,Blanket,24,Score (Space Pressed)
975.601,219,n,6.BabyScene,10,73,Blanket,NA,Car Ends
981.066,219,n,6.BabyScene,10,73,Blanket,4,Estimated Speed
982.649,219,n,6.BabyScene,11,73,Blanket,Baby Location: (256.18,B Pressed
982.801,219,n,6.BabyScene,11,44,Blanket,NA,Car Starts
987.166,219,n,6.BabyScene,11,44,Blanket,25,Score (Space Pressed)
988.347,219,n,6.BabyScene,11,44,Blanket,Baby Location: (256.18,B Pressed
999.46,219,n,5.DogNarrative,Dog Tutorial Instructions,,Grass,,Start New Block
1007.224,219,n,5.DogNarrative,Dog Tutorial Instructions,73,Road,NA,Baby Crossed Blanket
1014.138,219,n,5.DogNarrative,Dog Tutorial Instructions,73,Blanket,Baby Location: (254.52,B Pressed
1027.4,219,n,6.DogScene,,,Road,,Start New Block
1028.304,219,n,6.DogScene,,0,Grass,NA,Baby Crossed Blanket
1029.016,219,n,6.DogScene,,0,Grass,NA,Baby Crossed Blanket
1033.331,219,n,6.DogScene,1,0,Grass,Baby Location: (252.86,B Pressed
1034.581,219,n,6.DogScene,1,59,Blanket,NA,Car Starts
1041.463,219,n,6.DogScene,1,59,Blanket,NA,Baby Crossed Blanket
1049.377,219,n,6.DogScene,1,59,Blanket,4,Estimated Speed
1050.715,219,n,6.DogScene,2,88,Blanket,NA,Car Starts
1055.624,219,n,6.DogScene,2,88,Road,26,Score (Space Pressed)
1059.289,219,n,6.DogScene,2,88,Road,4,Estimated Speed
1060.323,219,n,6.DogScene,2,88,Grass,NA,Baby Crossed Blanket
1062.331,219,n,6.DogScene,2,88,Grass,NA,Baby Crossed Blanket
1065.604,219,n,6.DogScene,3,88,Grass,Baby Location: (255.33,B Pressed
1068.02,219,n,6.DogScene,3,44,Grass,NA,Car Starts
1068.153,219,n,6.DogScene,3,44,Grass,NA,Baby Crossed Blanket
1077.117,219,n,6.DogScene,3,44,Blanket,NA,Baby Crossed Blanket
1083.981,219,n,6.DogScene,3,44,Road,4,Estimated Speed
1084.914,219,n,6.DogScene,3,44,Grass,NA,Baby Crossed Blanket
1086.864,219,n,6.DogScene,3,44,Grass,NA,Baby Crossed Blanket
1087.93,219,n,6.DogScene,4,88,Grass,NA,Car Starts
1088.297,219,n,6.DogScene,4,88,Grass,Baby Location: (253.97,B Pressed
1093.711,219,n,6.DogScene,4,88,Grass,27,Score (Space Pressed)
1096.31,219,n,6.DogScene,4,88,Grass,5,Estimated Speed
1096.576,219,n,6.DogScene,4,88,Blanket,NA,Baby Crossed Blanket
1106.874,219,n,6.DogScene,4,88,Blanket,NA,Baby Crossed Blanket
1108.006,219,n,6.DogScene,5,103,Blanket,NA,Car Starts
1109.606,219,n,6.DogScene,5,103,Blanket,28,Score (Space Pressed)
1110.505,219,n,6.DogScene,5,103,Grass,NA,Baby Crossed Blanket
1113.338,219,n,6.DogScene,5,103,Grass,NA,Baby Crossed Blanket
1114.038,219,n,6.DogScene,5,103,Grass,5,Estimated Speed
1122.734,219,n,6.DogScene,6,103,Blanket,Baby Location: (253.15,B Pressed
1123.017,219,n,6.DogScene,6,103,Blanket,NA,Baby Crossed Blanket
1123.269,219,n,6.DogScene,6,103,Blanket,NA,Baby Crossed Blanket
1128.432,219,n,6.DogScene,6,73,Blanket,NA,Car Starts
1135.846,219,n,6.DogScene,6,73,Road,4,Estimated Speed
1137.579,219,n,6.DogScene,7,44,Road,NA,Car Starts
1138.216,219,n,6.DogScene,7,44,Road,NA,Baby Crossed Blanket
1138.73,219,n,6.DogScene,7,44,Grass,29,Score (Space Pressed)
1140.363,219,n,6.DogScene,7,44,Grass,NA,Baby Crossed Blanket
1144.477,219,n,6.DogScene,7,44,Grass,Baby Location: (255.98,B Pressed
1144.727,219,n,6.DogScene,7,44,Blanket,NA,Baby Crossed Blanket
1147.478,219,n,6.DogScene,7,44,Blanket,NA,Baby Crossed Blanket
1158.978,219,n,6.DogScene,7,44,Blanket,1,Estimated Speed
1160.055,219,n,6.DogScene,7,44,Grass,NA,Baby Crossed Blanket
1161.738,219,n,6.DogScene,7,44,Grass,NA,Baby Crossed Blanket
1163.553,219,n,6.DogScene,8,44,Grass,NA,Car Starts
1163.787,219,n,6.DogScene,8,44,Grass,Baby Location: (256.16,B Pressed
1170.552,219,n,6.DogScene,8,44,Grass,30,Score (Space Pressed)
1171.384,219,n,6.DogScene,8,44,Blanket,3,Estimated Speed
1171.684,219,n,6.DogScene,8,44,Blanket,NA,Baby Crossed Blanket
1179.016,219,n,6.DogScene,8,44,Blanket,NA,Baby Crossed Blanket
1181.189,219,n,6.DogScene,9,73,Blanket,NA,Car Starts
1186.081,219,n,6.DogScene,9,73,Road,31,Score (Space Pressed)
1187.296,219,n,6.DogScene,9,73,Road,5,Estimated Speed
1188.395,219,n,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
1191.561,219,n,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
1192.261,219,n,6.DogScene,10,73,Grass,Baby Location: (257.56,B Pressed
1193.894,219,n,6.DogScene,10,103,Grass,NA,Car Starts
1197.958,219,n,6.DogScene,10,103,Grass,32,Score (Space Pressed)
1198.625,219,n,6.DogScene,10,103,Grass,4,Estimated Speed
1198.875,219,n,6.DogScene,10,103,Grass,NA,Baby Crossed Blanket
1209.122,219,n,6.DogScene,10,103,Blanket,NA,Baby Crossed Blanket
1210.638,219,n,6.DogScene,11,59,Blanket,NA,Car Starts
1212.271,219,n,6.DogScene,11,59,Blanket,33,Score (Space Pressed)
1213.203,219,n,6.DogScene,11,59,Grass,NA,Baby Crossed Blanket
1215.703,219,n,6.DogScene,11,59,Grass,NA,Baby Crossed Blanket
1218.818,219,n,6.DogScene,11,59,Grass,4,Estimated Speed
1226.315,219,n,6.DogScene,12,59,Blanket,Baby Location: (250.71,B Pressed
1226.583,219,n,6.DogScene,12,59,Blanket,NA,Baby Crossed Blanket
1228.765,219,n,6.DogScene,12,59,Blanket,NA,Baby Crossed Blanket
1231.547,219,n,6.DogScene,12,59,Blanket,NA,Car Starts
1235.529,219,n,6.DogScene,12,59,Road,34,Score (Space Pressed)
1244.71,219,n,6.DogScene,12,59,Road,4,Estimated Speed
1245.686,219,n,6.DogScene,12,59,Grass,NA,Baby Crossed Blanket
1247.842,219,n,6.DogScene,12,59,Grass,NA,Baby Crossed Blanket
1249.491,219,n,6.DogScene,13,73,Grass,NA,Car Starts
1249.867,219,n,6.DogScene,13,73,Grass,35,Score (Space Pressed)
1256.672,219,n,6.DogScene,13,73,Grass,Baby Location: (254.87,B Pressed
1256.81,219,n,6.DogScene,13,73,Grass,NA,Baby Crossed Blanket
474.031,220,n,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block
483.177,220,n,3.Narrative1,Tutorial Instructions 1,103,NA,Space Pressed,Space Pressed
493.907,220,n,4.NeutralScene,,,NA,,Start New Block
496.455,220,n,4.NeutralScene,1,88,NA,NA,Car Starts
497.921,220,n,4.NeutralScene,1,88,NA,1,Score (Space Pressed)
505.568,220,n,4.NeutralScene,1,88,NA,NA,Car Ends
522.082,220,n,4.NeutralScene,1,88,NA,5,Estimated Speed
523.829,220,n,4.NeutralScene,2,103,NA,NA,Car Starts
525,220,n,4.NeutralScene,2,103,NA,2,Score (Space Pressed)
528.011,220,n,4.NeutralScene,2,103,NA,NA,Car Ends
545.739,220,n,4.NeutralScene,2,103,NA,4,Estimated Speed
547.855,220,n,4.NeutralScene,3,73,NA,NA,Car Starts
549.953,220,n,4.NeutralScene,3,73,NA,3,Score (Space Pressed)
552.687,220,n,4.NeutralScene,3,73,NA,NA,Car Ends
562.049,220,n,4.NeutralScene,3,73,NA,4,Estimated Speed
564.831,220,n,4.NeutralScene,4,44,NA,NA,Car Starts
568.447,220,n,4.NeutralScene,4,44,NA,4,Score (Space Pressed)
575.648,220,n,4.NeutralScene,4,44,NA,NA,Car Ends
587.658,220,n,4.NeutralScene,4,44,NA,2,Estimated Speed
589.458,220,n,4.NeutralScene,5,103,NA,NA,Car Starts
590.64,220,n,4.NeutralScene,5,103,NA,5,Score (Space Pressed)
600.719,220,n,5.DogNarrative,Dog Tutorial Instructions,,Road,,Start New Block
600.84,220,n,5.DogNarrative,Dog Tutorial Instructions,,Road,,Start New Block
607.634,220,n,5.DogNarrative,Dog Tutorial Instructions,73,Grass,NA,Baby Crossed Blanket
607.868,220,n,5.DogNarrative,Dog Tutorial Instructions,73,Grass,NA,Baby Crossed Road
610.716,220,n,5.DogNarrative,Dog Tutorial Instructions,73,Grass,Baby Location: (256.46,B Pressed
616.68,220,n,5.DogNarrative,Dog Tutorial Instructions,88,Grass,Baby Location: (256.40,B Pressed
618.046,220,n,5.DogNarrative,Dog Tutorial Instructions,88,Grass,NA,Baby Crossed Blanket
618.097,220,n,5.DogNarrative,Dog Tutorial Instructions,88,Grass,NA,Baby Crossed Blanket
631.276,220,n,6.DogScene,,,Road,,Start New Block
632.242,220,n,6.DogScene,,0,Grass,NA,Baby Crossed Blanket
638.847,220,n,6.DogScene,,0,Grass,NA,Baby Crossed Blanket
639.114,220,n,6.DogScene,1,0,Grass,Baby Location: (251.49,B Pressed
641.956,220,n,6.DogScene,1,44,Grass,NA,Car Starts
646.537,220,n,6.DogScene,1,44,Blanket,6,Score (Space Pressed)
646.82,220,n,6.DogScene,1,44,Blanket,NA,Baby Crossed Blanket
647.837,220,n,6.DogScene,1,44,Blanket,NA,Baby Crossed Blanket
660.216,220,n,6.DogScene,1,44,Road,4,Estimated Speed
661.382,220,n,6.DogScene,1,44,Grass,NA,Baby Crossed Blanket
661.615,220,n,6.DogScene,1,44,Grass,NA,Baby Crossed Blanket
663.682,220,n,6.DogScene,2,59,Grass,NA,Car Starts
666.832,220,n,6.DogScene,2,59,Grass,7,Score (Space Pressed)
669.446,220,n,6.DogScene,2,59,Grass,Baby Location: (258.67,B Pressed
673.028,220,n,6.DogScene,2,59,Grass,4,Estimated Speed
673.228,220,n,6.DogScene,2,59,Grass,NA,Baby Crossed Blanket
682.461,220,n,6.DogScene,2,59,Blanket,NA,Baby Crossed Blanket
684.391,220,n,6.DogScene,3,73,Road,NA,Car Starts
688.34,220,n,6.DogScene,3,73,Road,8,Score (Space Pressed)
689.256,220,n,6.DogScene,3,73,Grass,NA,Baby Crossed Blanket
691.005,220,n,6.DogScene,3,73,Grass,NA,Baby Crossed Blanket
699.686,220,n,6.DogScene,3,73,Blanket,3,Estimated Speed
700.489,220,n,6.DogScene,3,73,Blanket,NA,Baby Crossed Blanket
704.201,220,n,6.DogScene,3,73,Blanket,NA,Baby Crossed Blanket
706.585,220,n,6.DogScene,4,88,Road,NA,Car Starts
709.315,220,n,6.DogScene,4,88,Road,9,Score (Space Pressed)
710.232,220,n,6.DogScene,4,88,Road,NA,Baby Crossed Road
711.602,220,n,6.DogScene,4,88,Road,NA,Baby Crossed Road
711.602,220,n,6.DogScene,4,88,Road,NA,Baby Crossed Road
717.079,220,n,6.DogScene,4,88,Road,NA,Baby Crossed Road
717.546,220,n,6.DogScene,4,88,Road,NA,Baby Crossed Road
718.495,220,n,6.DogScene,5,44,Road,NA,Car Starts
720.267,220,n,6.DogScene,5,44,Road,NA,Baby Crossed Road
720.629,220,n,6.DogScene,5,44,Road,Baby Location: (259.49,B Pressed
727.476,220,n,6.DogScene,5,44,Grass,10,Score (Space Pressed)
729.508,220,n,6.DogScene,5,44,Grass,3,Estimated Speed
729.777,220,n,6.DogScene,5,44,Blanket,NA,Baby Crossed Blanket
741.84,220,n,6.DogScene,5,44,Road,NA,Baby Crossed Blanket
743.604,220,n,6.DogScene,6,103,Road,NA,Car Starts
745.693,220,n,6.DogScene,6,103,Road,11,Score (Space Pressed)
746.753,220,n,6.DogScene,6,103,Grass,NA,Baby Crossed Blanket
746.753,220,n,6.DogScene,6,103,Grass,NA,Baby Crossed Blanket
752.821,220,n,6.DogScene,6,103,Grass,NA,Baby Crossed Blanket
753.755,220,n,6.DogScene,6,103,Road,NA,Baby Crossed Road
754.803,220,n,6.DogScene,6,103,Road,NA,Baby Crossed Road
756.416,220,n,6.DogScene,7,103,Road,Baby Location: (256.88,B Pressed
758.949,220,n,6.DogScene,7,59,Road,NA,Car Starts
763.597,220,n,6.DogScene,7,59,Road,12,Score (Space Pressed)
764.146,220,n,6.DogScene,7,59,Road,4,Estimated Speed
764.48,220,n,6.DogScene,7,59,Road,NA,Baby Crossed Road
766.812,220,n,6.DogScene,7,59,Grass,NA,Baby Crossed Road
767.095,220,n,6.DogScene,7,59,Blanket,NA,Baby Crossed Blanket
773.013,220,n,6.DogScene,7,59,Blanket,NA,Baby Crossed Blanket
774.926,220,n,6.DogScene,8,88,Blanket,NA,Car Starts
778.326,220,n,6.DogScene,8,88,Road,13,Score (Space Pressed)
780.991,220,n,6.DogScene,8,88,Road,4,Estimated Speed
781.858,220,n,6.DogScene,8,88,Grass,NA,Baby Crossed Blanket
787.705,220,n,6.DogScene,8,88,Grass,NA,Baby Crossed Blanket
788.808,220,n,6.DogScene,8,88,Road,NA,Baby Crossed Road
789.038,220,n,6.DogScene,8,88,Road,NA,Baby Crossed Road
791.188,220,n,6.DogScene,9,88,Road,Baby Location: (256.28,B Pressed
793.27,220,n,6.DogScene,9,73,Road,NA,Car Starts
797.002,220,n,6.DogScene,9,73,Road,14,Score (Space Pressed)
797.437,220,n,6.DogScene,9,73,Road,4,Estimated Speed
799.185,220,n,6.DogScene,9,73,Grass,NA,Baby Crossed Road
799.401,220,n,6.DogScene,9,73,Grass,NA,Baby Crossed Blanket
805.485,220,n,6.DogScene,9,73,Blanket,NA,Baby Crossed Blanket
807.601,220,n,6.DogScene,10,103,Blanket,NA,Car Starts
816.912,220,n,5.RobotNarrative,Robot Tutorial Instructions,,Grass,,Start New Block
823.493,220,n,5.RobotNarrative,Robot Tutorial Instructions,103,Grass,NA,Baby Crossed Blanket
845.469,220,n,6.RobotScene,,,Grass,,Start New Block
853.417,220,n,6.RobotScene,,0,Road,NA,Baby Crossed Blanket
858.465,220,n,6.RobotScene,1,0,Road,Baby Location: (252.08,B Pressed
858.982,220,n,6.RobotScene,1,0,Road,NA,Baby Crossed Road
862.164,220,n,6.RobotScene,1,44,Blanket,NA,Car Starts
869.695,220,n,6.RobotScene,1,44,Blanket,16,Score (Space Pressed)
880.126,220,n,6.RobotScene,1,44,Grass,3,Estimated Speed
887.543,220,n,6.RobotScene,1,44,Road,NA,Baby Crossed Blanket
890.587,220,n,6.RobotScene,2,59,Grass,NA,Car Starts
890.72,220,n,6.RobotScene,2,59,Grass,NA,Car Starts
896.652,220,n,6.RobotScene,2,59,Grass,17,Score (Space Pressed)
915.295,220,n,6.RobotScene,2,59,Blanket,4,Estimated Speed
917.511,220,n,6.RobotScene,3,103,Blanket,NA,Car Starts
920.144,220,n,6.RobotScene,3,103,Blanket,18,Score (Space Pressed)
921.294,220,n,6.RobotScene,3,103,Grass,NA,Baby Crossed Blanket
930.69,220,n,6.RobotScene,3,103,Grass,4,Estimated Speed
933.139,220,n,6.RobotScene,3,103,Grass,NA,Baby Crossed Blanket
935.339,220,n,6.RobotScene,4,73,Grass,NA,Car Starts
941.454,220,n,6.RobotScene,4,73,Grass,3,Estimated Speed
957.665,220,n,6.RobotScene,4,73,Grass,3,Estimated Speed
959.667,220,n,6.RobotScene,5,103,Grass,NA,Car Starts
961.397,220,n,6.RobotScene,5,103,Grass,20,Score (Space Pressed)
964.278,220,n,6.RobotScene,5,103,Road,NA,Baby Crossed Road
966.828,220,n,6.RobotScene,5,103,Road,5,Estimated Speed
979.84,220,n,6.RobotScene,6,103,Blanket,Baby Location: (257.77,B Pressed
981.939,220,n,6.RobotScene,6,73,Blanket,NA,Car Starts
988.004,220,n,6.RobotScene,6,73,Blanket,21,Score (Space Pressed)
993.702,220,n,6.RobotScene,6,73,Grass,3,Estimated Speed
997.134,220,n,6.RobotScene,6,73,Blanket,NA,Baby Crossed Blanket
998.833,220,n,6.RobotScene,6,73,Grass,NA,Baby Crossed Blanket
998.964,220,n,6.RobotScene,6,73,Grass,NA,Baby Crossed Blanket
1001.032,220,n,6.RobotScene,7,88,Grass,NA,Baby Crossed Blanket
1004.065,220,n,6.RobotScene,7,88,Grass,22,Score (Space Pressed)
1007.681,220,n,6.RobotScene,7,88,Grass,4,Estimated Speed
1014.296,220,n,6.RobotScene,7,88,Grass,NA,Baby Crossed Blanket
1016.52,220,n,6.RobotScene,8,88,Grass,NA,Car Starts
1017.946,220,n,6.RobotScene,8,88,Grass,23,Score (Space Pressed)
1022.943,220,n,6.RobotScene,8,88,Road,NA,Baby Crossed Road
1024.725,220,n,6.RobotScene,8,88,Road,3,Estimated Speed
1030.04,220,n,6.RobotScene,9,88,Road,Baby Location: (255.60,B Pressed
1032.955,220,n,6.RobotScene,9,44,Grass,NA,Car Starts
1040.388,220,n,6.RobotScene,9,44,Blanket,24,Score (Space Pressed)
1049.452,220,n,6.RobotScene,9,44,Blanket,3,Estimated Speed
1051.382,220,n,6.RobotScene,10,59,Grass,NA,Car Starts
1052.268,220,n,6.RobotScene,10,59,Grass,NA,Baby Crossed Blanket
1063.661,220,n,5.BabyNarrative,Baby Tutorial Instructions,,Blanket,,Start New Block
1065.994,220,n,5.BabyNarrative,Baby Tutorial Instructions,44,Grass,NA,Baby Crossed Blanket
1069.143,220,n,5.BabyNarrative,Baby Tutorial Instructions,59,Grass,NA,Baby Crossed Blanket
1088.804,220,n,6.BabyScene,,,Blanket,,Start New Block
1096.201,220,n,6.BabyScene,,0,Grass,NA,Baby Crossed Blanket
1097.97,220,n,6.BabyScene,,0,Road,NA,Baby Crossed Road
1099.717,220,n,6.BabyScene,1,103,Road,NA,Car Starts
1100.865,220,n,6.BabyScene,1,103,Road,26,Score (Space Pressed)
1102.698,220,n,6.BabyScene,1,103,Road,NA,Car Ends
1104.665,220,n,6.BabyScene,1,103,Grass,NA,Baby Crossed Road
1106.231,220,n,6.BabyScene,1,103,Grass,NA,Baby Crossed Road
1107.08,220,n,6.BabyScene,1,103,Grass,5,Estimated Speed
1117.044,220,n,6.BabyScene,2,103,Blanket,Baby Location: (257.05,B Pressed
1119.842,220,n,6.BabyScene,2,44,Blanket,NA,Car Starts
1123.357,220,n,6.BabyScene,2,44,Blanket,27,Score (Space Pressed)
1126.34,220,n,6.BabyScene,2,44,Blanket,NA,Car Ends
1130.255,220,n,6.BabyScene,2,44,Blanket,3,Estimated Speed
1135.753,220,n,6.BabyScene,2,44,Grass,NA,Baby Crossed Blanket
1136.919,220,n,6.BabyScene,3,88,Grass,NA,Car Starts
1137.719,220,n,6.BabyScene,3,88,Road,NA,Baby Crossed Road
1138.405,220,n,6.BabyScene,3,88,Road,28,Score (Space Pressed)
1138.652,220,n,6.BabyScene,3,88,Road,NA,Baby Crossed Road
1139.226,220,n,6.BabyScene,3,88,Road,Baby Location: (255.30,B Pressed
1142.35,220,n,6.BabyScene,3,88,Road,NA,Car Ends
1150.565,220,n,6.BabyScene,3,88,Blanket,5,Estimated Speed
1153.014,220,n,6.BabyScene,4,44,Blanket,NA,Car Starts
1156.846,220,n,6.BabyScene,4,44,Blanket,29,Score (Space Pressed)
1160.511,220,n,6.BabyScene,4,44,Blanket,NA,Car Ends
1161.295,220,n,6.BabyScene,4,44,Grass,NA,Baby Crossed Blanket
1167.226,220,n,6.BabyScene,4,44,Grass,3,Estimated Speed
1168.494,220,n,6.BabyScene,4,44,Road,NA,Baby Crossed Road
1168.609,220,n,6.BabyScene,4,44,Road,NA,Baby Crossed Road
1172.723,220,n,6.BabyScene,5,44,Road,Baby Location: (258.36,B Pressed
1174.057,220,n,6.BabyScene,5,88,Road,NA,Car Starts
1175.44,220,n,6.BabyScene,5,88,Road,30,Score (Space Pressed)
1176.972,220,n,6.BabyScene,5,88,Road,NA,Car Ends
1190.452,220,n,6.BabyScene,5,88,Blanket,4,Estimated Speed
1191.952,220,n,6.BabyScene,6,73,Blanket,NA,Car Starts
1192.651,220,n,6.BabyScene,6,73,Grass,NA,Baby Crossed Blanket
1192.871,220,n,6.BabyScene,6,73,Grass,Baby Location: (254.16,B Pressed
1194.366,220,n,6.BabyScene,6,73,Grass,31,Score (Space Pressed)
1197.199,220,n,6.BabyScene,6,73,Grass,NA,Car Ends
1210.611,220,n,6.BabyScene,6,73,Blanket,5,Estimated Speed
1211.394,220,n,6.BabyScene,7,103,Blanket,NA,Car Starts
1212.412,220,n,6.BabyScene,7,103,Grass,NA,Baby Crossed Blanket
1213.427,220,n,6.BabyScene,7,103,Grass,32,Score (Space Pressed)
1215.892,220,n,6.BabyScene,7,103,Grass,NA,Car Ends
1217.597,220,n,6.BabyScene,7,103,Grass,4,Estimated Speed
1221.374,220,n,6.BabyScene,8,103,Grass,Baby Location: (258.42,B Pressed
1223.474,220,n,6.BabyScene,8,59,Grass,NA,Car Starts
1225.69,220,n,6.BabyScene,8,59,Blanket,33,Score (Space Pressed)
1229.055,220,n,6.BabyScene,8,59,Blanket,NA,Car Ends
1237.603,220,n,6.BabyScene,8,59,Blanket,3,Estimated Speed
1239.285,220,n,6.BabyScene,8,59,Grass,NA,Baby Crossed Blanket
1240.085,220,n,6.BabyScene,9,59,Grass,NA,Car Starts
1241.9,220,n,6.BabyScene,9,59,Grass,NA,Baby Crossed Blanket
1244.183,220,n,6.BabyScene,9,59,Grass,34,Score (Space Pressed)
1244.183,220,n,6.BabyScene,9,59,Grass,34,Score (Space Pressed)
1248.298,220,n,6.BabyScene,9,59,Grass,NA,Car Ends
1262.578,220,n,6.BabyScene,9,59,Blanket,3,Estimated Speed
1264.447,220,n,6.BabyScene,10,73,Blanket,NA,Car Starts
1265.726,220,n,6.BabyScene,10,73,Blanket,35,Score (Space Pressed)
1266.375,220,n,6.BabyScene,10,73,Blanket,NA,Baby Crossed Blanket
1268.691,220,n,6.BabyScene,10,73,Grass,NA,Car Ends
1034.109,221,n,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block
1097.188,221,n,3.Narrative1,Tutorial Instructions 1,44,NA,Space Pressed,Space Pressed
1104.302,221,n,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed
1125.862,221,n,4.NeutralScene,,,NA,,Start New Block
1127.378,221,n,4.NeutralScene,1,103,NA,NA,Car Starts
1129.426,221,n,4.NeutralScene,1,103,NA,1,Score (Space Pressed)
1133.692,221,n,4.NeutralScene,1,103,NA,NA,Car Ends
1141.039,221,n,4.NeutralScene,1,103,NA,4,Estimated Speed
1142.622,221,n,4.NeutralScene,2,103,NA,NA,Car Starts
1143.872,221,n,4.NeutralScene,2,103,NA,2,Score (Space Pressed)
1153.654,221,n,4.NeutralScene,2,103,NA,NA,Car Ends
1170.416,221,n,4.NeutralScene,2,103,NA,5,Estimated Speed
1172.612,221,n,4.NeutralScene,3,59,NA,NA,Car Starts
1175.381,221,n,4.NeutralScene,3,59,NA,3,Score (Space Pressed)
1184.042,221,n,4.NeutralScene,3,59,NA,2,Estimated Speed
1194.921,221,n,4.NeutralScene,3,59,NA,2,Estimated Speed
1197.703,221,n,4.NeutralScene,4,44,NA,NA,Car Starts
1201.569,221,n,4.NeutralScene,4,44,NA,4,Score (Space Pressed)
1205.593,221,n,4.NeutralScene,4,44,NA,NA,Car Ends
1216.307,221,n,4.NeutralScene,4,44,NA,2,Estimated Speed
1217.98,221,n,4.NeutralScene,5,88,NA,NA,Car Starts
1219.661,221,n,4.NeutralScene,5,88,NA,5,Score (Space Pressed)
1229.759,221,n,5.RobotNarrative,Robot Tutorial Instructions,,Blanket,,Start New Block
1237.939,221,n,5.RobotNarrative,Robot Tutorial Instructions,44,Grass,NA,Baby Crossed Blanket
1250.919,221,n,5.RobotNarrative,Robot Tutorial Instructions,88,Road,NA,Baby Crossed Road
1256.635,221,n,5.RobotNarrative,Robot Tutorial Instructions,73,Road,Baby Location: (251.96,B Pressed
